recipe_id,title,ingredients,quantities
5486,Cottage Cheese And Peas Oatmeal Pancakes Recipe,"salt,paneer,instant oats (oatmeal) rolled,green peas (matar),sunflower oil butter making pancakes","1,1,1,1,1"
5487,Kara Kadubu Recipe (Malanad Style Steamed Spiced Rice Dumplings),"salt,rice rava idli rava,coconut,water,cumin seeds (jeera),butter,sunflower oil","1,1,1,1,1,1,1"
5488,Karnataka Style Baledindina Kosambari Recipe (Banana Stem Salad),"salt,yellow moong dal (split),banana stem skin,green chilli,coconut,coriander (dhania) leaves,asafoetida (hing),mustard seeds,curry leaves,onion,lemon,green chillies,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1"
5489,Blueberry Fool Recipe - Quick Dessert with Whipped Cream & Fresh Berries,"salt,orange,heavy whipping cream,blueberries,blueberries other berry season,orange juice,shortbread cookies,caster sugar,icing sugar,orange liquor like grand marnier","1,1,1,1,1,1,1,1,1,1"
5490,Sweet Spicy & Tangy Vegetarian Thai Green Curry Recipe With Tamarind,"brinjal (baingan eggsplant),cloves garlic,black peppercorns,dabur coconut milk,coriander (dhania) seeds,brown sugar (demerara sugar),green chillies,basil leaves,sunflower oil,salt,red bell pepper (capsicum),basil leaves kaffir lime leaves,green zucchini,thai green curry paste mention above,vegetable stock,coriander (dhania) leaves,broccoli,stalks lemongrass,button mushrooms,dabur tamarind paste dissolved,ginger,stalks spring onion (bulb greens)","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5491,Uttar Pradesh Style Shir Sewain Recipe,"cashew nuts,khoya (mawa),pistachios,ghee,milk,saffron strands,raisins,sugar,semiya (vermicelli),badam (almond)","1,1,1,1,1,1,1,1,1,1"
5492,Instant Spice Oat Pit Paniaram Recipe,"salt,coriander (dhania),mustard seeds,curd,onion,cumin seeds (jeera),rice flour,enos fruit salt,green chillies,instant oats (oatmeal),sunflower oil","1,1,1,1,1,1,1,1,1,1,1"
5493,Mexican Style Broccoli Bell Pepper Cheese Quesadilla Recipe,"yellow bell pepper (capsicum),salt,cumin powder (jeera),paprika powder,mozzarella cheese,virgin olive oil,tortillas corn tortillas,jalapenos,black pepper powder,broccoli florets","1,1,1,1,1,1,1,1,1,1"
5494,Bihari Style Baingan Ka Chokha Recipe (Smoked & Spiced Eggplant),"tomato,salt,ginger,green chilli,mustard oil,asafoetida (hing),brinjal (baingan eggsplant),onion","1,1,1,1,1,1,1,1"
5495,Konkani Style Batata Song Recipe - Dry Red Chili Potatoes Fry,"salt,mustard seeds,dry red chillies,potato (aloo),tamarind","1,1,1,1,1"
5496,Eggless Whole Wheat Banana Muffins Recipe,"cashew nuts,salt,wheat flour,bananas,baking powder,milk,caster sugar,sunflower oil","1,1,1,1,1,1,1,1"
5497,Alasande Kalu Saaru Recipe (Malnad Style Black Eyed Beans Curry),"tomato,coriander (dhania) leaves,cloves garlic,black peppercorns,curry leaves,onion,cumin seeds (jeera),turmeric powder,green chillies,sunflower oil,salt,mint leaves (pudina),garam masala powder,coconut,red chilli powder,black eyed beans (lobia),ginger,bay leaf (tej patta),coriander (dhania) leaves,cinnamon stick (dalchini),coriander powder,cloves (laung)","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5498,Ridge Gourd Chutney Recipe (Beerakaya Pachadi),"salt,chana dal (bengal gram dal),mustard seeds,ridge gourd (turai peerkangai),curry leaves,dry red chillies,methi seeds (fenugreek seeds),tamarind seedless,turmeric powder,green chillies,sunflower oil","1,1,1,1,1,1,1,1,1,1,1"
5499,Maharashtrian Gopalkala Recipe (Curd Poha With Fruits),"salt,ghee,poha (flattened rice),anardana powder (pomegranate seed powder),curry leaves,curd,sugar,cumin seeds (jeera),peanuts (moongphali),cucumber,coconut scraped,green chillies","1,1,1,1,1,1,1,1,1,1,1,1"
5500,Vegetable Jowar Upma Recipe,"salt,coriander (dhania),ginger,vegetable stock water,black pepper powder,jowar seeds,green peas (matar),cloves garlic,carrot,virgin olive oil,onion,lemon,peanuts (moongphali),sweet corn,turmeric powder,green chillies","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5501,Kadai Vegetable Sabzi Recipe (Mixed Vegetable Saute with Spices),"salt,green beans (french beans),ginger,garam masala powder,red chilli powder,cloves garlic,carrot,tomato large tomato,onion,cardamom powder (elaichi),green bell pepper (capsicum),coriander powder,turmeric powder,kasuri methi (dried fenugreek leaves),butter,cauliflower (gobi) florets,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5502,Gawar pods fenugreek vegetable recipe - cluster beans fenugreek vegetable,"tomato,salt,ginger,methi leaves (fenugreek leaves),jaggery,red chilli powder,cloves garlic,gawar phali (kothavarangai cluster beans),onion,coriander powder,turmeric powder,garam masala powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1"
5503,Lemon And Rosemary Shortbread Cookies Recipe,"salt,rosemary,sugar,vanilla,lemon,flour (maida),lemon rind,butter","1,1,1,1,1,1,1,1"
5504,Lemon Thyme Rasam Recipe,"tomato,salt,cumin powder (jeera),arhar dal (split toor dal),tme leaves,tamarind water,asafoetida (hing),ghee,mustard seeds,water,curry leaves,lemon,rasam powder,cumin seeds (jeera),black pepper powder,turmeric powder","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5505,Barnyard Millet Idli And Dosa Recipe,"sabudana (tapioca pearls),poha (flattened rice),white urad dal (split),methi seeds (fenugreek seeds),barnyard millet","1,1,1,1,1"
5506,One Pot Aloo Gobi Sabzi Recipe Using Preethi Electric Pressure Cooker,"tomato,salt,ginger,cardamom (elaichi) podsseeds,cauliflower (gobi),red chilli powder,coriander (dhania) leaves,cumin seeds (jeera),potato (aloo),turmeric powder,garam masala powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1"
5507,Nippattu Masala Chaat Recipe- South Indian Style Chaat,"salt,cumin powder (jeera),sev,puffed rice,thattai nippattuthattai,red chilli powder,carrot,sweet chutney (date tamarind),onion,lemon,peanuts (moongphali),green chutney (coriander mint)","1,1,1,1,1,1,1,1,1,1,1,1"
5508,Mango Ladoo Recipe,"mango pulp (puree),coconut dust,cardamom powder (elaichi),condensed milk,mixed nuts topping","1,1,1,1,1"
5509,Oats Peanut Butter & Chocolate Chip Trail Mix Recipe,"rolled oats,peanut butter,lion dates syrup,coconut flakes,watermelon seeds,chocolate chips,sesame seeds (til seeds)","1,1,1,1,1,1,1"
5510,Dalia Pakora Recipe - Broken Wheat Pakora,"salt,wheat (dalia godumai rava),water make pakora batter,enos fruit salt,green chilli,coriander (dhania) leaves,ajwain (carom seeds),sunflower oil the pakoras,gram flour (besan),onion,cumin seeds (jeera),turmeric powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1"
5511,Whole Wheat Chocolate Cinnamon Cupcakes Recipe,"baking powder,wheat flour,cinnamon powder (dalchini),milk,baking soda,vanilla,caster sugar,cocoa powder,chocolate chips,sunflower oil","1,1,1,1,1,1,1,1,1,1"
5512,Matta Rice Peas Pulao Recipe,"salt,bay leaf (tej patta),cardamom (elaichi) podsseeds,ghee,green peas (matar),sugar,cinnamon stick (dalchini),cumin seeds (jeera),mattaice","1,1,1,1,1,1,1,1,1"
5513,Paneer Bhurji Gravy Recipe,"tomato,asafoetida (hing),coriander (dhania) leaves,onion,cumin seeds (jeera),turmeric powder,sunflower oil,black cardamom (badi elaichi),salt,ginger paste,cardamom (elaichi) podsseeds,garam masala powder,star anise,mustard seeds,red chilli powder,water,dry red chilli,garlic paste,bay leaves (tej patta),paneer,coriander powder,cloves (laung)","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5514,Khubani Ka Meetha Recipe (A Rich Hyderabadi Nawabi Dessert),"sugar,saffron strands,mixed nuts almonds,apricots","1,1,1,1"
5515,Butter Chicken With Tandoori Mayo Recipe,"tomato,salt,cumin powder (jeera),ginger,green chilli,coriander (dhania) leaves,red chilli powder,water,del monte tandoori mayo,curd,sugar,garlic,lemon,boneless chicken (es),onion,coriander powder,turmeric powder,butter,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5516,South Indian Style Vazhaithandu Poriyal Recipe - Banana Stem Curry with No Onion and No Garlic,"salt,mustard seeds,banana stem,black peppercorns,curry leaves,white urad dal (split),turmeric powder,green chillies,sunflower oil","1,1,1,1,1,1,1,1,1"
5517,Corn Korma Recipe,"salt,green chilli,mustard seeds,ghee,asafoetida (hing),black pepper powder,curry leaves,coriander (dhania) leaves,sweet corn,coconut milk,rice flour","1,1,1,1,1,1,1,1,1,1,1"
5518,Peach Cobbler Scones Recipe,"salt,baking powder,buttermilk cold,sugar,vanilla,cinnamon stick (dalchini) ground,eggs,peaches (you may tinned peaches but be sure drain them completely),flour (maida),butter","1,1,1,1,1,1,1,1,1,1"
5519,Spicy and Tangy Mixed Vegetable Poha Recipe With Peanuts,"salt,coriander (dhania),ginger,mustard seeds,poha (flattened rice),green peas (matar),figaro pure olive oil,carrot,curry leaves,sugar,onion,cumin seeds (jeera),peanuts (moongphali),lemon,green bell pepper (capsicum),turmeric powder,green chillies","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5520,Mangalorean Style Masala Pundi Recipe - Steamed rice dumpling in Onion Gravy,"salt,tamarind water,coconut,mustard seeds,asafoetida (hing),cloves garlic,curry leaves,dosa rice dried completely,coriander (dhania) leaves,onion,coriander (dhania) seeds,methi seeds (fenugreek seeds),cumin seeds (jeera),white urad dal (split),dry red chillies","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5521,Udupi Style Heerekai Bajji Recipe-Ridge Gourd Fritters,"salt,sunflower oil,red chilli powder,gram flour (besan),baking soda,rice flour,turmeric powder,ridge gourd (turai peerkangai) skin","1,1,1,1,1,1,1,1"
5522,Puffed Rice Upma Recipe - Murmura Upma,"tomato,salt,ginger,mustard seeds,puffed rice,coriander (dhania) leaves,green peas (matar),curry leaves,onion,cumin seeds (jeera),peanuts (moongphali),lemon,turmeric powder,green chillies,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5523,Andhra Style Kandagadda Vepudu Recipe - Yam Stir Fry Recipe,"salt,elephant yam (suransenairatalu),ginger,green chilli,mustard seeds,red chilli powder,cloves garlic,curry leaves,black pepper powder,turmeric powder","1,1,1,1,1,1,1,1,1,1"
5524,"Whole Wheat, Oatmeal and Amaranth Fruitcake Cookie Recipe","dry fruits rum,wheat flour,baking soda heaped,walnuts coarsley,rajgira flour (amaranth flour),dark chocolate chips,eggs ( banana replace eggs),milk,brown sugar (demerara sugar),baking powder heaped,flax seed powder (flax meal),instant oats (oatmeal),sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1"
5525,Roasted Bell Pepper Quinoa Recipe,"salt,red bell pepper (capsicum),rosemary,water,virgin olive oil,cloves garlic,lemon,black pepper powder,green bell pepper (capsicum),quinoa","1,1,1,1,1,1,1,1,1,1"
5526,Homemade Pizza Sauce Recipe,"tomato,salt,celery,cloves garlic,carrot,basil leaves,virgin olive oil,sugar,onion,black pepper powder,dried oregano","1,1,1,1,1,1,1,1,1,1,1"
5527,Dry Fruit Burfi Recipe With Gulkand,"cashew nuts,nutmeg powder,pistachios,ghee,dried figs,raisins,gulkand,badam (almond),edible silver foilleaf (chandi ka vark),dates,walnuts","1,1,1,1,1,1,1,1,1,1,1"
5528,Kerala Style Prawns & Shrimp Biryani  -Chemmeen Biryani Recipe,"tomato,basmati rice,coriander (dhania) leaves,black peppercorns ground,onion,green chillies,salt,cardamom (elaichi) podsseeds,raisins,mint leaves (pudina),garam masala powder,coconut,sunflower oil vegetable oil,prawns deveined,red chilli powder,curd,lemon,garlic paste,cashew nuts,ghee,ginger garlic paste,cinnamon stick (dalchini),ginger paste,cloves (laung)","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5529,Andhra Style Pindi Miriyam Recipe,"salt,arhar dal (split toor dal),gram tamarind,mustard seeds,brinjal (baingan eggsplant),coconut,potato (aloo),jaggery,black peppercorns,dry red chilli,curry leaves,white urad dal (split),coriander (dhania) seeds,dry red chillies,bottle gourd (lauki),cumin seeds (jeera),banana,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5530,Keema Kaleji Recipe- Mutton Liver Mince,"coriander (dhania) leaves,black peppercorns,onion,turmeric powder,green chillies,curd sour,mutton kaleji liver,salt,black cardamom (badi elaichi),mustard oil,dry red chillies,mace (javitri),mint leaves (pudina),lemon drops,red chilli powder,garlic,ginger,bay leaf (tej patta),cardamom (elaichi) podsseeds green,cinnamon stick (dalchini),mutton,coriander powder,cloves (laung)","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5531,Dulce De Leche Brownie Recipe,"baking powder,dulce de leche,brown sugar (demerara sugar) sugar,vanilla,dark chocolate,eggs,cocoa powder,walnuts pecans,flour (maida),butter","1,1,1,1,1,1,1,1,1,1"
5532,Spinach Corn Sabzi Recipe,"cashew nuts,tomato,salt,garam masala powder,milk,red chilli powder,ginger garlic paste,onion,cumin seeds (jeera),sweet corn,coriander powder,turmeric powder,green chillies(),spinach,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5533,Vendakkai Vengayam Sambar Recipe (Okra in Tangy Lentil Curry),"tomato,salt,tamarind squeezed,arhar dal (split toor dal),mustard seeds,asafoetida (hing),curry leaves,coriander (dhania) leaves,dry red chillies,bhindi (lady fingerokra),sesame (gingelly) oil vegetable oil,sambar powder","1,1,1,1,1,1,1,1,1,1,1,1"
5534,Baked Bitter Gourd Bhajji Recipe - Karela Fritters,"salt,asafoetida (hing),red chilli powder,curry leaves,gram flour (besan),karela (bitter gourd pavakkai) scraped,sunflower oil heated,rice flour,turmeric powder,water make batter","1,1,1,1,1,1,1,1,1,1"
5535,Strawberry Salsa Recipe,"yellow bell pepper (capsicum),salt,iceberg lettuce,strawberries,onion,lemon,black pepper powder,mint leaves (pudina)","1,1,1,1,1,1,1,1"
5536,Vegan Soya Aloo Curry Recipe,"salt,ginger,kashmiri red chilli powder,asafoetida (hing),coriander (dhania) leaves,red chilli powder,onion,garlic,cumin seeds (jeera),kasuri methi (dried fenugreek leaves),soy (nuggets),coriander powder,potato (aloo),turmeric powder,green chillies,garam masala powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5537,Sweet Chili Lime Grilled Chicken Recipe,"sweet spicy red chilli sauce (tomato chilli sauce),salt,date syrup,soy sauce,cloves garlic,sweet corn,lemon,green beans (french beans) trimmed from the edges,black pepper powder,chicken breasts,butter,dried oregano","1,1,1,1,1,1,1,1,1,1,1,1"
5538,WeetBix Halwa Recipe,"mixed nuts (almonds,ghee,saffron strands,water,palm sugar,cardamom powder (elaichi),weet bix biscuits","1,1,1,1,1,1,1"
5539,Sorakkai Paruppu Kuzhambu Recipe - Tamil Nadu Style Lauki Curry,"tomato,salt,mustard seeds,yellow moong dal (split) masoor dal,ghee,dry red chillies,onion,bottle gourd (lauki),cumin seeds (jeera),turmeric powder,sambar powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1"
5540,Mysore Style Avarekalu Rasam Recipe,"tomato,salt,tamarind water,coconut,mustard seeds,ghee,jaggery,black peppercorns,curry leaves,byadagi dried chillies,coriander (dhania) seeds,dry red chillies,cumin seeds (jeera),methi seeds (fenugreek seeds),avarekalu lilva beans,turmeric powder","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5541,Whole Wheat Buttermilk Banana Pancakes Recipes,"butter oil pancakes,baking powder,wheat flour,bananas,salt,eggs flax meal eggs replacer,vanilla,buttermilk,sunflower oil","1,1,1,1,1,1,1,1,1"
5542,Foxtail Millet Kheer Recipe (Millet Pudding With Saffron & Nuts),"coconut,foxtail millet,milk,saffron strands,sugar,mixed dry fruits (like almonds","1,1,1,1,1,1"
5543,Grilled Stuffed Mushrooms Recipe With Onion Parmesan & Herbs,"salt,button mushrooms portabello mushrooms,virgin olive oil spray,coriander (dhania) leaves,virgin olive oil,cloves garlic,onion,cheddar cheese,black pepper powder","1,1,1,1,1,1,1,1,1"
5544,Snake Gourd Kootu Recipe (Pudalangai Kootu),"salt,green chillies,sambar powder,mustard seeds,asafoetida (hing),coriander (dhania) leaves,coconut,dry red chilli,coriander (dhania) seeds,cumin seeds (jeera),coconut oil,snake gourd (pudulangai),turmeric powder,masoor dal","1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5545,Achari Chicken Tikka Wrap Recipe,"salt,achari mayo,boneless chicken,cumin powder (jeera),lettuce leaves spinach leaves,wheat tawa paratha,ajwain (carom seeds),red chilli powder,ginger garlic paste,tomato pulp,gram flour (besan),curd,onion,lemon,coriander powder,turmeric powder,garam masala powder","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5546,Mooli Aur Kaccha Kela Kofta Recipe (Grated Radish And Raw Banana Dumplings In Gravy),"tomato,kashmiri red chilli powder,sunflower oil koftas,ajwain (carom seeds),cashews ground paste,onion,cumin seeds (jeera),green chillies,sunflower oil,salt,green chilli,cardamom (elaichi) podsseeds,garam masala powder,coriander (dhania) leaves,red chilli powder,curd,mooli mullangi (radish),ginger,bay leaf (tej patta),gram flour (besan) dry,ginger garlic paste,coriander powder,banana","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5547,Chettinad Idiyappam Recipe,"salt,spring onion greens,ginger,red chilli heat the chillies,sesame (gingelly) oil,cloves garlic,carrot,green bell pepper (capsicum),red bell pepper (capsicum) yellow,idiyappam,cabbage (patta gobi muttaikose)","1,1,1,1,1,1,1,1,1,1,1"
5548,Mixed Vegetables Ajethna Recipe - Mangalorean Style Mixed Vegetables Sabzi,"salt,green beans (french beans),mustard seeds,asafoetida (hing),coconut,carrot,dry red chilli,curry leaves,white urad dal (split),dry red chillies,potato (aloo),turmeric powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1"
5549,Green Moong Dal Kootu with Raw Banana Peel Recipe,"salt,ginger,green chilli,coconut,mustard seeds,asafoetida (hing),gram dal (pottukadalai),curry leaves,coriander (dhania) leaves,poppy seeds,cinnamon stick (dalchini),green moong dal,turmeric powder,banana,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5550,Broccoli Paneer And Peanut Masala Recipe,"tomato,salt,kashmiri red chilli powder,biryani masala,black peppercorns,onion,cumin seeds (jeera),peanuts (moongphali),kasuri methi (dried fenugreek leaves),broccoli florets,turmeric powder,green chillies,butter,garam masala powder,paneer cubes","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5551,Carrot Cake Recipe for Healthy Heart,"cashew nuts,baking powder,wheat flour,virgin olive oil,carrot,sugar,vanilla,eggs","1,1,1,1,1,1,1,1"
5552,Tofu and Shrimp Salad Recipe With Balsamic Dressing,"yellow bell pepper (capsicum),salt,green chilli,coriander (dhania) leaves,mint leaves (pudina),red baby radish,black peppercorns,carrot,iceberg lettuce,red chilli flakes,sugar,virgin olive oil,balsamic vinegar,lemon,peanuts (moongphali) husked,tofu,shrimps,beetroot,cabbage (patta gobi muttaikose)","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5553,Pineapple Crostini With Honey And Cream Cheese Recipe,"cheese,pineapple,britannia,virgin olive oil,coriander (dhania) leaves,ciabatta bread smer","1,1,1,1,1,1"
5554,Sago Yogurt Parfait Recipe (Creamy Tapioca Pearls With Assorted Fruits),"bananas,anardana powder (pomegranate seed powder),tapioca flour (sago),curd,apple,badam (almond)","1,1,1,1,1,1"
5555,Andhra Style Nalla Karam Podi Recipe,"salt,tamarind (sm lemon ),gram dal (pottukadalai),curry leaves,cloves garlic,dry red chillies,coriander (dhania) seeds,black urad dal,sunflower oil","1,1,1,1,1,1,1,1,1"
5556,French Onion Chicken Recipe,"salt,gruyere cheese,chicken stock,cloves garlic,virgin olive oil,chicken thighs,onion french onion,vinegar,thyme leaves,dijon mustard,black pepper powder,flour (maida),butter","1,1,1,1,1,1,1,1,1,1,1,1,1"
5557,Pumpkin Cupcakes Recipe With Finger Millet And Flax Seed,"baking powder,eggs,milk,vivatta maida,ragi flour (finger millet nagli),sugar,butter,pumpkin,flax seed powder (flax meal),cinnamon powder (dalchini)","1,1,1,1,1,1,1,1,1,1"
5558,French Style Red Sorrel Two Bean Soup Recipe,"salt,vegetable stock,sorrel leaves (gongura),tarragon ( dried tarragon used),light,parsley leaves ( dried parsley used),black pepper powder,leek,celery,virgin olive oil virgin,fennel bulb,french beans,red onion,black eyed beans (lobia),butter","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5559,Southekayi Palya Recipe - Mangalore Cucumber Palya / Sabzi Recipe,"salt,mustard seeds,coconut,cloves garlic,curry leaves,white urad dal (split),dry red chillies,onion,cumin seeds (jeera),mangalorean cucumber skin,turmeric powder","1,1,1,1,1,1,1,1,1,1,1"
5560,Eggless Nutella Swirl Cupcakes Recipe,"baking powder,milk,baking soda,nutella,sugar,vanilla,vinegar,condensed milk,flour (maida),butter","1,1,1,1,1,1,1,1,1,1"
5561,Gajar Methi Sabzi Recipe (Carrot Fenugreek Leaves Stir Fry),"salt,amchur (dry mango powder),asafoetida (hing),methi leaves (fenugreek leaves),red chilli powder,carrot,onion,cumin seeds (jeera),coriander powder,turmeric powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1"
5562,Homemade Alfredo Pasta Sauce Recipe-Creamy White Sauce For Pasta,"cheese,salt,britannia,herbs basil parsley,milk,cloves garlic,pepper,parmesan cheese,butter","1,1,1,1,1,1,1,1,1"
5563,Boondi And Spring Onion Greens Sabzi Recipe,"tomato,salt,amchur (dry mango powder),asafoetida (hing),coconut,red chilli powder,water,cumin seeds (jeera),spring onion greens (chop away onion bulbs),coriander powder,garlic paste,turmeric powder,green chillies,boondi,garam masala powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5564,Corn Methi Malai Gravy Recipe,"tomato,amchur (dry mango powder),methi leaves (fenugreek leaves),red chilli powder,black peppercorns,cashews water,sugar,onion,cumin seeds (jeera),cinnamon stick (dalchini),cloves cardamom (elaichi) podsseeds,sweet corn,turmeric powder,cloves (laung),butter","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5565,Creamy Indian Butter Fish Recipe - Creamy Pabda Fish,"salt,kashmiri red chilli powder,mustard oil,coriander (dhania) leaves,water,indian butter fish,dry red chillies,panch phoran masala,turmeric powder,green chillies","1,1,1,1,1,1,1,1,1,1"
5566,Cauldron Baby Corn Cheese Recipe,"tomato,ginger,kashmiri red chilli powder,ghee,paneer,cloves garlic,baby corn,onion,cardamom powder (elaichi),turmeric powder,kasuri methi (dried fenugreek leaves),garam masala powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1"
5567,Andhra Style Kandi Pachadi Recipe (Masoor Dal Chutney Recipe),"salt,mustard seeds,asafoetida (hing),gram dal (pottukadalai),cloves garlic,curry leaves,white urad dal (split),dry red chillies,cumin seeds (jeera),tamarind,masoor dal,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1"
5568,Bharwa Bhindi And Pyaaz Ki Sabzi Recipe,"salt,coriander (dhania) leaves,green chilli,red chilli powder,water,onion paste,pearl onion (sambar onion),bhindi (lady fingerokra),coriander powder,garlic paste,turmeric powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1"
5569,Andhra Style Vankaya Kothimeera Karam Recipe - Brinjal Cooked With Spicy Coriander Mix Recipe,"salt,ginger,mustard seeds,brinjal (baingan eggsplant),coriander (dhania) leaves,curry leaves,white urad dal (split),dry red chillies,cumin seeds (jeera),green chillies,sunflower oil","1,1,1,1,1,1,1,1,1,1,1"
5570,Karjikai (Karnataka Style Deep Fried Sweet Pastry Recipe),"water the dough,rice flour,ghee,coconut,gram dal (pottukadalai),jaggery,cardamom powder (elaichi),sooji (semolina rava),flour (maida),sunflower oil","1,1,1,1,1,1,1,1,1,1"
5571,Pakistani Chickpeas Pulao Recipe With Sweet Hot Date Onion Chutney,"tomato,basmati rice,cumin powder (jeera),salt,cardamom (elaichi) podsseeds,bay leaf (tej patta),coriander (dhania) leaves,red chilli powder,sesame (gingelly) oil,ginger garlic paste,kabuli chana (white chickpeas),onion,cinnamon stick (dalchini),red chilli,coriander powder,dates,turmeric powder,cloves (laung),sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5572,Beetroot Pancake Recipe,"baking powder,wheat flour,milk,sugar,eggs,beetroot,sunflower oil","1,1,1,1,1,1,1"
5573,Thouthe Kodel Recipe (Mangalore Southekayi Curry),"salt,arhar dal (split toor dal),dry red chillies (byadagi,tamarind water,coconut,mustard seeds,black peppercorns,cloves garlic,curry leaves,white urad dal (split),coriander (dhania) seeds,mangalorean cucumber,cumin seeds (jeera),methi seeds (fenugreek seeds),dry red chillies,turmeric powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5574,Peerkangai Thogayal Recipe (Ridge Gourd Chutney),"salt,green chilli,mustard seeds,asafoetida (hing),coconut,ridge gourd (turai peerkangai),black urad dal (split),tamarind paste,turmeric powder,chana dal (bengal gram dal),sunflower oil","1,1,1,1,1,1,1,1,1,1,1"
5575,Karnatak Style Hurigadale Tambittu Recipe - Gram Flour Ladoo,"ghee,jaggery,dry coconut (kopra),gram flour (besan),cardamom powder (elaichi)","1,1,1,1,1"
5576,Cheesy Mushroom & Corn Open Toast,"salt,wheat brown bread,britannia cheese mexican chilli,cloves garlic,onion,parsley leaves,sweet corn,button mushrooms,turmeric powder,butter,sunflower oil","1,1,1,1,1,1,1,1,1,1,1"
5577,Paneer Broccoli Soya Ghee Roast Pockets Recipe,"kashmiri red chilli powder,asafoetida (hing),black peppercorns,cloves garlic,coriander (dhania) seeds,onion,cumin seeds (jeera),paneer cubes,salt,wheat flour,water knead,tamarind,sunflower oil knead,mustard seeds,red chilli powder,water,curd,broccoli,methi seeds (fenugreek seeds),ghee roast,fennel seeds (saunf),soy (nuggets) water,curry leaves,byadagi dried chillies","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5578,Reshmi Kofta Recipe in Rich Cashew Gravy,"cheese,salt,tomato,ginger,kashmiri red chilli powder,coriander (dhania) leaves,paneer,cashew nuts ground smooth paste water,onion y,red chilli powder,cloves garlic,gram flour (besan),coriander powder,potato (aloo),turmeric powder,kasuri methi (dried fenugreek leaves),garam masala powder","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5579,Kerala Style Vettu Cake Recipe (Eggless Wholewheat Tea Shop Cake),"salt,wheat flour,milk,water,sugar,soda,cardamom powder (elaichi),butter,sunflower oil","1,1,1,1,1,1,1,1,1"
5580,Lentil & Coconut Milk Soup Recipe,"tomato,salt,red bell pepper (capsicum),cumin powder (jeera),coriander (dhania),green chilli,cloves garlic,virgin olive oil,carrot,kabuli chana (white chickpeas),onion,pepper,coconut milk,turmeric powder,masoor dal,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
5581,Oriya Badi Chura Recipe | Sundried Lentil Dumpling Crumble,"salt,green chilli,mustard oil,cloves garlic,onion,badi (wadi)","1,1,1,1,1,1"
5582,Poshto Phoolkopi Recipe (Cauliflower & Potato In Poppy Seeds Gravy),"salt,kalonji (onion nigella seeds),mustard oil,coriander (dhania) leaves,cauliflower (gobi),sugar,poppy seeds,potato (aloo),turmeric powder,green chillies","1,1,1,1,1,1,1,1,1,1"
